Identifier,Disease
DOID:12376,juvenile spinal muscular atrophy
DOID:0080478,peroxisome biogenesis disorder 3a
DOID:3461,obsolete breast hamartoma
DOID:3462,obsolete hamartoma
DOID:3463,breast disease
DOID:3464,obsolete hamartoma of skin appendage
DOID:3465,obsolete congenital nevus of skin
DOID:3466,obsolete cartilaginous hamartoma
DOID:3467,obsolete mesenchymal hamartoma
DOID:0080086,nonsyndromic congenital nail disorder 8
DOID:0080087,nonsyndromic congenital nail disorder 9
DOID:0080084,nonsyndromic congenital nail disorder 6
DOID:0080085,nonsyndromic congenital nail disorder 7
DOID:0080082,nonsyndromic congenital nail disorder 4
DOID:0080083,nonsyndromic congenital nail disorder 5
DOID:0080080,nonsyndromic congenital nail disorder 2
DOID:0080081,nonsyndromic congenital nail disorder 3
DOID:0111548,ring dermoid of cornea
DOID:0111549,aplasia of lacrimal and salivary glands
DOID:0111542,familial expansile osteolysis
DOID:0111543,juvenile polyposis-hereditary hemorrhagic telangiectasia syndrome
DOID:0111540,prolidase deficiency
DOID:0111541,pigmented paravenous chorioretinal atrophy
DOID:0111546,currarino syndrome
DOID:0111547,retinal arterial tortuosity
DOID:0111544,guttmacher syndrome
DOID:0111545,familial male-limited precocious puberty
DOID:0080669,posterior polymorphous corneal dystrophy 4
DOID:13778,chancroid
DOID:0080662,atrial standstill 1
DOID:13777,epidermodysplasia verruciformis
DOID:13774,addison's disease
DOID:13775,plantar wart
DOID:0080666,warfarin sensitivity
DOID:0080667,spinal muscular atrophy type 0
DOID:0080664,diaphyseal medullary stenosis with malignant fibrous histiocytoma
DOID:0080665,warfarin resistance
DOID:0110761,type 1 diabetes mellitus 24
DOID:0110760,type 1 diabetes mellitus 23
DOID:8023,myxoid liposarcoma of the ovary
DOID:8022,liver fibrosarcoma
DOID:0110765,hereditary spastic paraplegia 12
DOID:8024,obsolete male genital tuberculosis
DOID:0110767,hereditary spastic paraplegia 14
DOID:8026,obsolete intestinal adenocarcinoma of the stomach
DOID:8029,sporadic breast cancer
DOID:0110768,hereditary spastic paraplegia 15
DOID:8758,obsolete lymphosarcoma involving lymph nodes of multiple sites
DOID:4099,obsolete metastatic squamous cell carcinoma
DOID:11329,ainhum
DOID:9765,emphysematous cholecystitis
DOID:0050274,obsolete scopulariopsis infectious disease
DOID:5296,liver leiomyosarcoma
DOID:0050275,obsolete onychomycosis
DOID:0050276,obsolete subcutaneous ascomycota mycosis
DOID:6893,obsolete aids-related cervical cancer
DOID:2225,obsolete megakaryocytic tumor
DOID:2224,essential thrombocythemia
DOID:2227,obsolete malignant neoplasm of lymphatic and hemopoietic tissue
DOID:2226,myeloproliferative neoplasm
DOID:92,speech disorder
DOID:93,language disorder
DOID:90,degenerative disc disease
DOID:2222,factor x deficiency
DOID:5154,borna disease
DOID:2229,factor xi deficiency
DOID:2228,thrombocytosis
DOID:98,obsolete staphylococcal infectious disease
DOID:0080226,autosomal dominant intellectual developmental disorder 56
DOID:12339,retroperitoneal lymphoma
DOID:9714,occlusion of gallbladder
DOID:5155,multiple mucosal neuroma
DOID:771,retinal cell cancer
DOID:772,obsolete metastasis to the retina
DOID:773,obsolete metastasis to eye
DOID:774,retina lymphoma
DOID:775,intraocular lymphoma
DOID:5679,retinal disease
DOID:778,delusional disorder
DOID:7763,carcinoma of supraglottis
DOID:7762,childhood multilocular cystic kidney neoplasm
DOID:0060224,atrial fibrillation
DOID:7765,coats disease
DOID:7764,subglottis carcinoma
DOID:9761,obsolete arthropathy associated with dermatological disorder
DOID:0111968,immunodeficiency 41
DOID:0111969,immunodeficiency 39
DOID:6148,nasal cavity carcinoma in situ
DOID:0111961,immunodeficiency 26
DOID:0111962,combined immunodeficiency
DOID:6419,tetralogy of fallot
DOID:0111964,b cell and dendritic cell deficiency
DOID:0111965,"t cell, b cell, and nk cell deficiency"
DOID:0111966,"monocyte, dendritic cell, and nk cell deficiency"
DOID:0111967,immunodeficiency 54
DOID:0060225,3mc syndrome
DOID:0070033,autosomal dominant intellectual developmental disorder 3
DOID:3002,ovary neuroendocrine neoplasm
DOID:196,obsolete acinar cell tumor
DOID:0060505,apricot allergy
DOID:0060504,apple allergy
DOID:0060507,indian plum allergy
DOID:0060506,cherry allergy
DOID:0060501,metal allergy
DOID:11747,uterine adnexa cancer
DOID:0060503,fruit allergy
DOID:0060502,gastrointestinal allergy
DOID:0060509,melon allergy
DOID:0060508,orange allergy
DOID:10610,pancreatic steatorrhea
DOID:14671,multiple intestinal atresia
DOID:5998,microglandular adenosis
DOID:5999,apocrine adenosis of breast
DOID:5996,obsolete blunt duct adenosis of breast
DOID:5997,non-proliferative fibrocystic change of the breast
DOID:5990,internal auditory canal meningioma
DOID:5991,obsolete early onset breast ovarian cancer syndrome
DOID:0060458,chromosome 2q31.1 duplication syndrome
DOID:3340,obsolete lymphangioendothelioma
DOID:10615,acute gonococcal cervicitis
DOID:13447,corneal argyrosis
DOID:11198,digeorge syndrome
DOID:11199,hypoparathyroidism
DOID:11195,acute laryngopharyngitis
DOID:11197,serous conjunctivitis except viral
DOID:11190,pseudomembranous conjunctivitis
DOID:11193,syndactyly
DOID:0060438,cole-carpenter syndrome
DOID:13174,dissociated nystagmus
DOID:13175,obsolete female genital tuberculosis
DOID:5194,intermixed schwannian stroma-rich ganglioneuroblastoma
DOID:5195,peripheral nervous system ganglioneuroblastoma
DOID:5193,nodular ganglioneuroblastoma
DOID:5190,cervical wilms' tumor
DOID:5191,stromal predominant kidney wilms' tumor
DOID:5199,ureteral obstruction
DOID:5196,fallopian tube adenomatoid tumor
DOID:12566,ulceration of vulva
DOID:4829,adenosquamous lung carcinoma
DOID:4828,obsolete metastatic lung carcinoma
DOID:9505,cannabis abuse
DOID:9504,benign mammary dysplasia
DOID:9507,ethmoid sinusitis
DOID:9506,acute ethmoiditis
DOID:12568,dyscalculia
DOID:9500,leukocyte disease
DOID:9503,loeffler syndrome
DOID:9502,chronic eosinophilic pneumonia
DOID:11994,atrophy of testis
DOID:14744,partington syndrome
DOID:13177,obsolete chronic erythremia in remission
DOID:11990,ulceroglandular tularemia
DOID:14743,trichorhinophalangeal syndrome type i
DOID:0080879,histone mutated tumor
DOID:0080878,idh-wildtype glioblastoma
DOID:0080877,"astrocytoma, idh-mutant, grade 4"
DOID:0080876,idh-wildtype anaplastic astrocytoma
DOID:0080875,idh-mutant anaplastic astrocytoma
DOID:4637,cervical adenitis
DOID:0080873,primary ovarian insufficiency 16
DOID:0080872,primary ovarian insufficiency 15
DOID:0080871,primary ovarian insufficiency 14
DOID:0080870,primary ovarian insufficiency 13
DOID:5338,gingival hypertrophy
DOID:5339,cyclic hematopoiesis
DOID:5444,spiradenoma
DOID:5445,syringocystadenoma papilliferum
DOID:5330,dental pulp disease
DOID:13285,obsolete enteroinvasive escherichia coli infectious disease
DOID:13282,intestinal tuberculosis
DOID:5337,epulis
DOID:5334,paraphimosis
DOID:5443,clear cell hidradenoma
DOID:0112312,male infertility due to globozoospermia
DOID:12133,obsolete yersinia enterocolitica intestinal infectious disease
DOID:0112310,central precocious puberty 1
DOID:0112311,male infertility due to acephalic spermatozoa
DOID:0112316,methemoglobinemia and ambiguous genitalia
DOID:0112317,schindler disease
DOID:0112314,brain small vessel disease 2
DOID:12132,granulomatosis with polyangiitis
DOID:0112318,schindler disease type 1
DOID:0112319,kanzaki disease
DOID:12135,obsolete acquired factor viii deficiency
DOID:0050640,anauxetic dysplasia 1
DOID:12134,factor viii deficiency
DOID:9768,heart aneurysm
DOID:0050642,hypochromic microcytic anemia
DOID:4381,obsolete conventional alveolar rhabdomyosarcoma
DOID:0050645,arterial tortuosity syndrome
DOID:12139,dysthymic disorder
DOID:0050644,arterial calcification of infancy
DOID:10485,esophageal atresia
DOID:10487,hirschsprung's disease
DOID:0112294,"spondyloepiphyseal dysplasia with coronal craniosynostosis, cataracts, cleft palate, and intellectual disability"
DOID:10481,diaphragm disease
DOID:0050647,arts syndrome
DOID:10483,"obsolete hypertonic, incoordinate, or prolonged uterine contractions"
DOID:4384,orbit alveolar rhabdomyosarcoma
DOID:0050646,distal arthrogryposis
DOID:10489,obsolete transient disorder of initiating or maintaining wakefulness
DOID:10488,imperforate anus
DOID:4385,papillary squamous carcinoma
DOID:0050829,pericardium disease
DOID:0050828,artery disease
DOID:4386,myofibroma
DOID:0050359,obsolete bilophila wadsworthia necrotizing fasciitis
DOID:0050358,obsolete commensal chlamydiaceae infectious disease
DOID:0050357,obsolete burkholderia cenocepacia infectious disease
DOID:0050820,atrioventricular block
DOID:0050823,third-degree atrioventricular block
DOID:0050354,infant botulism
DOID:0050825,endocardium disease
DOID:0050824,sinoatrial node disease
DOID:0050827,rheumatic heart disease
DOID:0050826,tricuspid valve disease
DOID:2417,obsolete melanocytic nevus
DOID:2415,obsolete benign skin melanocytic nevus
DOID:2412,obsolete skin tumor of neural origin
DOID:2413,obsolete epithelioid and spindle cell nevus
DOID:2410,skin granular cell tumor
DOID:12569,obsolete chagas cardiomyopathy
DOID:4318,obsolete visna
DOID:4313,epidermolysis bullosa acquisita
DOID:10731,obsolete nodular lung tuberculosis
DOID:4310,smooth muscle tumor
DOID:0111379,fetal akinesia deformation sequence syndrome 4
DOID:0111378,fetal akinesia deformation sequence syndrome 2
DOID:0111375,fetal akinesia deformation sequence syndrome
DOID:0111374,selective pituitary thyroid hormone resistance
DOID:0111377,fetal akinesia deformation sequence syndrome 1
DOID:0111376,fetal akinesia deformation sequence syndrome 3
DOID:0111371,isolated hyperchlorhidrosis
DOID:11996,spermatic cord torsion
DOID:0111373,familial progressive hyperpigmentation with or without hypopigmentation
DOID:0111372,obsolete autosomal dominant endosteal hyperostosis
DOID:3891,placental insufficiency
DOID:3890,acute intermittent porphyria
DOID:3893,hidrocystoma
DOID:11997,spermatocele
DOID:3895,apocrine adenoma
DOID:0080418,developmental and epileptic encephalopathy 54
DOID:3896,hidradenoma
DOID:0080415,developmental and epileptic encephalopathy 23
DOID:0080414,developmental and epileptic encephalopathy 15
DOID:0080417,developmental and epileptic encephalopathy 38
DOID:0080416,developmental and epileptic encephalopathy 32
DOID:0080411,familial adenomatous polyposis 3
DOID:0080410,familial adenomatous polyposis 2
DOID:0080413,developmental and epileptic encephalopathy 18
DOID:11991,osteopoikilosis
DOID:653,purine-pyrimidine metabolic disorder
DOID:5846,septal myocardial infarction
DOID:10871,age related macular degeneration
DOID:5663,obsolete helicobacter pylori-related carcinoma
DOID:10873,kuhnt-junius degeneration
DOID:227,ankylosis
DOID:10875,obsolete premature labor
DOID:0111159,partial trisomy distal 4q
DOID:0080204,renal hypoplasia
DOID:0080874,primary ovarian insufficiency 17
DOID:655,inherited metabolic disorder
DOID:0080205,cakut
DOID:0111151,prinzmetal angina
DOID:0111150,autosomal dominant isolated ectopia lentis 1
DOID:0111153,congenital mirror movement disorder
DOID:10305,obsolete mumps virus orchitis
DOID:0111155,autosomal recessive spinocerebellar ataxia 21
DOID:0080758,fanconi renotubular syndrome 2
DOID:0111157,castleman disease
DOID:3096,stenosis of lacrimal sac
DOID:0080759,fanconi renotubular syndrome 3
DOID:0070241,primary coenzyme q10 deficiency 4
DOID:14748,sotos syndrome
DOID:0080200,bilateral renal aplasia
DOID:221,acute perichondritis of pinna
DOID:0080201,peters plus syndrome
DOID:4137,common bile duct disease
DOID:0080202,adenoid cystic carcinoma
DOID:4136,myxosarcoma
DOID:4638,postauricular lymphadenitis
DOID:104,bacterial infectious disease
DOID:0060152,time agnosia
DOID:14108,obsolete syphilitic peritonitis
DOID:4131,erythrasma
DOID:3329,benign epilepsy with centrotemporal spikes
DOID:0110336,osteogenesis imperfecta type 8
DOID:3327,partial motor epilepsy
DOID:0080756,atrophoderma vermiculata
DOID:3325,hyperglobulinemic purpura
DOID:14107,de quervain disease
DOID:3323,sandhoff disease
DOID:3322,gm1 gangliosidosis
DOID:3321,gm2 gangliosidosis
DOID:0080209,"sideroblastic anemia with b-cell immunodeficiency, periodic fevers, and developmental delay"
DOID:0110487,autosomal recessive nonsyndromic deafness 29
DOID:0110480,autosomal recessive nonsyndromic deafness 22
DOID:0070245,primary coenzyme q10 deficiency 8
DOID:5446,eccrine papillary adenoma
DOID:0060157,diffuse alopecia areata
DOID:0060800,syndromic x-linked intellectual disability 5
DOID:5331,testicular granulosa cell tumor
DOID:0110482,autosomal recessive nonsyndromic deafness 24
DOID:0110030,alpha thalassemia-x-linked intellectual disability syndrome
DOID:8287,obsolete multiple chondromatous hamartoma of lung
DOID:0110483,autosomal recessive nonsyndromic deafness 25
DOID:8401,obsolete malignant hemangiopericytoma nonmetastatic
DOID:8502,bullous skin disease
DOID:8272,anterior urethra cancer
DOID:0060803,syndromic x-linked intellectual disability 17
DOID:5442,eccrine acrospiroma
DOID:14243,chronic perichondritis of pinna
DOID:0110035,alzheimer's disease 2
DOID:5335,obsolete renal neoplasm with t(6;11)(p21;q12)
DOID:14247,chronic purulent otitis media
DOID:0060158,acquired metabolic disease
DOID:14245,cystoid macular retinal degeneration
DOID:0110034,x-linked alport syndrome
DOID:0060159,organic acidemia
DOID:0110037,alzheimer's disease 5
DOID:6315,ovarian solid teratoma
DOID:6314,ovarian fetiform teratoma
DOID:6316,bartholin's gland adenocarcinoma
DOID:0111839,congenital disorder of glycosylation icc
DOID:6313,clivus chondroid chordoma
DOID:6312,clivus chordoma
DOID:0110039,alzheimer's disease 7
DOID:0110208,charcot-marie-tooth disease x-linked recessive 2
DOID:13906,obsolete malignant pleural effusion
DOID:8928,"obsolete lymphosarcoma involving lymph nodes of head, face, and neck"
DOID:8929,atrophic gastritis
DOID:0060809,syndromic x-linked intellectual disability claes-jensen type
DOID:0110202,charcot-marie-tooth disease dominant intermediate a
DOID:0110203,charcot-marie-tooth disease recessive intermediate d
DOID:0110200,charcot-marie-tooth disease dominant intermediate d
DOID:0110201,charcot-marie-tooth disease recessive intermediate a
DOID:8256,olfactory neural tumor
DOID:8257,obsolete transitional cell carcinoma of the ureter with squamous differentiation
DOID:0110204,charcot-marie-tooth disease recessive intermediate b
DOID:8923,skin melanoma
DOID:7408,vulvar keratoacanthoma
DOID:7409,vulvar non-keratinizing squamous cell carcinoma
DOID:7958,sarcomatoid penile squamous cell carcinoma
DOID:7959,duodenal gastrinoma
DOID:7402,l-cell glucagon-like peptide producing tumor
DOID:7400,nijmegen breakage syndrome
DOID:7401,colonic l-cell glucagon-like peptide producing tumor
DOID:7407,obsolete metastatic carcinoma to the uterine cervix
DOID:7953,nipple duct carcinoma
DOID:11055,pasteurellosis
DOID:11054,urinary bladder cancer
DOID:11056,obsolete pasteurella hemorrhagic septicemia
DOID:0060758,immunodeficiency with hyper-igm type 2
DOID:0060759,immunodeficiency with hyper igm type 5
DOID:0060750,familial temporal lobe epilepsy 3
DOID:0060751,familial temporal lobe epilepsy 7
DOID:0060752,familial temporal lobe epilepsy 5
DOID:0060753,familial temporal lobe epilepsy 4
DOID:0060754,familial temporal lobe epilepsy 8
DOID:0060755,familial temporal lobe epilepsy 2
DOID:0060756,sclerosteosis 1
DOID:0060757,sclerosteosis 2
DOID:0111950,immunodeficiency 29
DOID:0112313,brain small vessel disease
DOID:0090094,hypogonadotropic hypogonadism 1 with or without anosmia
DOID:0090090,hypogonadotropic hypogonadism 19 with or without anosmia
DOID:0090091,hypogonadotropic hypogonadism 23 with or without anosmia
DOID:0090092,hypogonadotropic hypogonadism 3 with or without anosmia
DOID:0090093,hypogonadotropic hypogonadism 21 with or without anosmia
DOID:0112315,brain small vessel disease 3
DOID:10908,hydrocephalus
DOID:1338,congenital dyserythropoietic anemia
DOID:1339,diamond-blackfan anemia
DOID:1336,obsolete nairobi sheep disease
DOID:10901,obsolete leukemic reticuloendotheliosis of lymph nodes of axilla and upper limb
DOID:10902,obsolete pulmonary actinomycosis
DOID:1335,obsolete bluetongue
DOID:1332,obsolete bunyaviridae infectious disease
DOID:1333,obsolete african horse sickness
DOID:10907,microcephaly
DOID:5710,obsolete liposarcoma recurrent
DOID:0050102,obsolete microsporum gypseum tinea capitis
DOID:0050103,obsolete microsporum nanum tinea capitis
DOID:0050100,obsolete microsporum distortum tinea capitis
DOID:0050101,obsolete microsporum ferrugineum tinea capitis
DOID:0050106,obsolete trichophyton soudanense tinea capitis
DOID:0050107,obsolete trichophyton tonsurans tinea capitis
DOID:0050104,obsolete trichophyton verrucosum tinea capitis
DOID:0050105,endothrix infectious disease
DOID:8725,vascular dementia
DOID:0050108,obsolete trichophyton violaceum tinea capitis
DOID:13417,alexia
DOID:231,motor neuron disease
DOID:230,lateral sclerosis
DOID:233,obsolete ocular tuberculosis
DOID:235,colonic benign neoplasm
DOID:234,colon adenocarcinoma
DOID:237,obsolete adhesions and disruptions of iris and ciliary body
DOID:5832,obsolete metastatic endometrioid carcinoma
DOID:239,obsolete iridodialysis
DOID:238,pupil disease
DOID:386,obsolete postpericardiotomy syndrome
DOID:5838,extragonadal seminoma
DOID:4658,benign mastocytoma
DOID:9336,bestiality
DOID:0080932,primary localized cutaneous amyloidosis 3
DOID:9335,scotoma
DOID:0080933,immunoglobulin light chain amyloidosis
DOID:5712,cutaneous liposarcoma
DOID:13416,"obsolete diabetes mellitus insulin dependent type, not stated as uncontrolled, with peripheral circulatory disorder"
DOID:0080930,primary localized cutaneous amyloidosis 1
DOID:9339,urethral false passage
DOID:0080931,primary localized cutaneous amyloidosis 2
DOID:0080936,serum amyloid a amyloidosis
DOID:4659,extracutaneous mastocytoma
DOID:0080937,wild-type amyloidosis
DOID:0060338,parameningeal embryonal rhabdomyosarcoma
DOID:5713,mediastinum liposarcoma
DOID:0070415,"brachycephaly, trichomegaly, and developmental delay"
DOID:10012,obsolete metastatic malignant neoplasm to the thyroid
DOID:0060334,transient neonatal diabetes mellitus
DOID:12651,obsolete disorder of optic chiasm associated with inflammatory disorder
DOID:3663,cutaneous mastocytosis
DOID:3660,wheat allergy
DOID:3666,solitary mastocytoma of the skin
DOID:3667,obsolete cardiovirus infectious disease
DOID:3664,mast cell neoplasm
DOID:3665,diffuse cutaneous mastocytosis
DOID:3668,obsolete picornaviridae infectious disease
DOID:3669,intermittent claudication
DOID:13343,obsolete ocular toxoplasmosis
DOID:13342,obsolete toxoplasma pneumonia
DOID:1802,mononeuritis
DOID:1803,neuritis
DOID:1804,obsolete coxsackie pericarditis
DOID:0110849,xeroderma pigmentosum group g
DOID:1806,obsolete coxsackie endocarditis
DOID:0110844,xeroderma pigmentosum group c
DOID:0110845,xeroderma pigmentosum group d
DOID:0110846,xeroderma pigmentosum group e
DOID:0110847,xeroderma pigmentosum variant type
DOID:0110840,usher syndrome type 2d
DOID:0110841,usher syndrome type 3a
DOID:0110842,usher syndrome type 3b
DOID:0110843,xeroderma pigmentosum group a
DOID:12351,alcoholic hepatitis
DOID:12357,viral labyrinthitis
DOID:12356,obsolete bacterial prostatitis
DOID:12355,prostatocystitis
DOID:4121,obsolete west nile virus infectious disease
DOID:12359,endocrine exophthalmos
DOID:12358,patulous eustachian tube
DOID:11569,neurocirculatory asthenia
DOID:11613,hyperandrogenism
DOID:11612,polycystic ovary syndrome
DOID:11615,penile cancer
DOID:0080064,autosomal recessive spinocerebellar ataxia 17
DOID:3407,carotid artery disease
DOID:0080066,autosomal recessive spinocerebellar ataxia 20
DOID:0080067,charcot-marie-tooth disease type 5
DOID:0080060,autosomal recessive spinocerebellar ataxia 12
DOID:3403,obsolete hypergammaglobulinemia
DOID:0080062,autosomal recessive spinocerebellar ataxia 13
DOID:0080063,autosomal recessive spinocerebellar ataxia 11
DOID:0080068,charcot-marie-tooth disease type 6
DOID:0080069,charcot-marie-tooth disease type 7
DOID:11561,hypertensive retinopathy
DOID:14040,autoimmune polyendocrine syndrome
DOID:11563,retinal vasculitis
DOID:0111520,autosomal dominant progressive external ophthalmoplegia with mitochondrial dna deletions 3
DOID:0111521,autosomal dominant progressive external ophthalmoplegia 1
DOID:0111522,autosomal recessive progressive external ophthalmoplegia 1
DOID:0111523,autosomal recessive progressive external ophthalmoplegia with mitochondrial dna deletions 3
DOID:0111524,autosomal recessive progressive external ophthalmoplegia with mitochondrial dna deletions 5
DOID:0111525,autosomal dominant progressive external ophthalmoplegia with mitochondrial dna deletions 4
DOID:0111526,mullerian aplasia and hyperandrogenism
DOID:0111527,spinal muscular atrophy with progressive myoclonic epilepsy
DOID:0111528,naegeli-franceschetti-jadassohn syndrome
DOID:0111529,familial multiple nevi flammei
DOID:14044,obsolete rheumatic pericarditis
DOID:0080600,covid-19
DOID:0080601,germ cell benign neoplasm
DOID:0080602,benign teratoma
DOID:0080603,ankylosing spondylitis 1
DOID:0080604,ankylosing spondylitis 2
DOID:0080605,ankylosing spondylitis 3
DOID:0080606,anterior segment dysgenesis 1
DOID:0080607,anterior segment dysgenesis 2
DOID:0080608,anterior segment dysgenesis 3
DOID:0080609,anterior segment dysgenesis 4
DOID:6522,mixed cell uveal melanoma
DOID:8007,pancoast tumor
DOID:8006,skin meningioma
DOID:8005,obsolete ovarian dermoid cyst with secondary pituitary-type tumor
DOID:8004,obsolete ovarian dermoid cyst with prolactin secreting adenoma
DOID:8003,alveoli adenoma
DOID:8002,supraglottis neoplasm
DOID:8000,frontal convexity meningioma
DOID:0060447,epithelial basement membrane dystrophy
DOID:9287,obsolete penile vascular disorder
DOID:8009,penis mixed squamous cell carcinoma
DOID:10486,intestinal atresia
DOID:2751,glycogen storage disease viii
DOID:2750,glycogen storage disease iv
DOID:2753,obsolete nervous system lysosomal storage disease
DOID:2752,glycogen storage disease ii
DOID:2755,mycobacterium avium complex disease
DOID:2754,glycogen storage disease vi
DOID:2757,obsolete mycobacterium infectious disease
DOID:10480,diaphragmatic eventration
DOID:439,neuromuscular junction disease
DOID:4712,obsolete gastric mesenchymal neoplasm
DOID:433,obsolete intraventricular hemorrhage from any perinatal cause
DOID:431,myofascial pain syndrome
DOID:437,myasthenia gravis
DOID:436,posterior mediastinum cancer
DOID:435,"obsolete malignant neoplasm of thymus, heart and mediastinum"
DOID:434,obsolete anterior mediastinum cancer
DOID:0080744,antisynthetase syndrome
DOID:4997,camurati-engelmann disease
DOID:4711,obsolete krebs 2 carcinoma
DOID:1811,reflex sympathetic dystrophy
DOID:10220,obsolete failed induction
DOID:754,bladder tuberculosis
DOID:10222,obsolete polymyositis
DOID:752,peptic ulcer perforation
DOID:750,peptic ulcer disease
DOID:10226,obsolete single episode manic disorder
DOID:10229,"obsolete partial epilepsy, with impairment of consciousness, with intractable epilepsy"
DOID:14095,boutonneuse fever
DOID:758,situs inversus
DOID:759,obsolete congenital disorder
DOID:4717,extragonadal germ cell cancer
DOID:0111946,immunodeficiency 31c
DOID:0111947,immunodeficiency 21
DOID:0111944,immunodeficiency 31b
DOID:0111945,immunodeficiency 31a
DOID:0111942,immunodeficiency 25
DOID:0111943,immunodeficiency 48
DOID:0111940,immunodeficiency 42
DOID:0111941,immunodeficiency 20
DOID:0111948,immunodeficiency 46
DOID:0111949,immunodeficiency 36
DOID:0050821,first-degree atrioventricular block
DOID:0111996,immunodeficiency 51
DOID:0111464,combined oxidative phosphorylation deficiency 35
DOID:0050355,obsolete opportunistic burkholderiaceae infectious disease
DOID:0050822,second-degree atrioventricular block
DOID:0050353,wound botulism
DOID:0111992,immunodeficiency 53
DOID:12995,conduct disorder
DOID:12997,phlegmonous dacryocystitis
DOID:0050352,foodborne botulism
DOID:0050351,obsolete primary clostridium infectious disease
DOID:4715,gastric neuroendocrine neoplasm
DOID:0050350,obsolete primary clostridiaceae infectious disease
DOID:0060563,char syndrome
DOID:0060562,anomalous left coronary artery from the pulmonary artery
DOID:0060561,obsolete dmd-related dilated cardiomyopathy
DOID:0060560,lethal congenital contracture syndrome 2
DOID:0060567,erythema elevatum diutinum
DOID:0060566,holzgreve-wagner-rehder syndrome
DOID:0060432,chromosome 17p13.3 duplication syndrome
DOID:0060564,spinal disease
DOID:0060569,hypertrichotic osteochondrodysplasia cantu type
DOID:4714,obsolete obstetrical pelvic hematoma
DOID:2060,vulvar nodular hidradenoma
DOID:6438,malignant choroid melanoma
DOID:6432,pulmonary hypertension
DOID:5651,obsolete anaplastic carcinoma
DOID:1068,juvenile glaucoma
DOID:13117,paronychia
DOID:1475,lymphangioma
DOID:13113,cicatricial entropion
DOID:13110,bladder squamous papilloma
DOID:12508,obsolete simple type schizophrenia chronic state with acute exacerbation
DOID:12506,bell's palsy
DOID:2411,granular cell tumor
DOID:1064,cystinosis
DOID:0070149,hereditary sensory and autonomic neuropathy type 7
DOID:14768,saethre-chotzen syndrome
DOID:11604,obsolete idiopathic hydrops fetalis
DOID:9521,laron syndrome
DOID:14558,obsolete nontoxic multinodular goiter
DOID:9835,refractive error
DOID:9834,hyperopia
DOID:9837,hypertropia
DOID:3414,obsolete mannosidase deficiency disease
DOID:9839,accommodative esotropia
DOID:9838,cyclotropia
DOID:4809,obsolete enzootic porcine encephalomyelitis
DOID:4808,obsolete enterovirus infectious disease
DOID:14764,larsen syndrome
DOID:3417,glossopharyngeal nerve neoplasm
DOID:14766,renal agenesis
DOID:1063,interstitial nephritis
DOID:0080855,parkinsonism
DOID:4719,bone giant cell sarcoma
DOID:0080857,primary ovarian insufficiency 1
DOID:0080856,vascular parkinsonism
DOID:0080851,iga pemphigus
DOID:0080850,pemphigus foliaceus
DOID:0080852,paraneoplastic pemphigus
DOID:0080859,primary ovarian insufficiency 2b
DOID:0080858,primary ovarian insufficiency 2a
DOID:5310,glycogen-rich clear cell breast carcinoma
DOID:5312,obsolete miscellaneous mesenchymal neoplasm
DOID:5313,vulvar alveolar soft part sarcoma
DOID:5314,obsolete alveolar soft part sarcoma recurrent
DOID:5316,obsolete alveolar soft part sarcoma nonmetastatic
DOID:5317,obsolete alveolar soft part sarcoma metastatic
DOID:3412,obsolete infectious canine hepatitis
DOID:0112378,muscular dystrophy-dystroglycanopathy type b3
DOID:0112379,muscular dystrophy-dystroglycanopathy type b4
DOID:0112370,coffin-siris syndrome 12
DOID:0112371,coffin-siris syndrome 10
DOID:0112372,coffin-siris syndrome 11
DOID:0112373,autosomal dominant auditory neuropathy 3
DOID:0112374,muscular dystrophy-dystroglycanopathy
DOID:0112375,muscular dystrophy-dystroglycanopathy type b
DOID:0112376,muscular dystrophy-dystroglycanopathy type b15
DOID:0112377,muscular dystrophy-dystroglycanopathy type b14
DOID:9787,obsolete foreign body granuloma of muscle
DOID:9786,bulbar polio
DOID:9784,trichinosis
DOID:11608,fungal meningitis
DOID:0111015,newfoundland cone-rod dystrophy
DOID:3418,glossopharyngeal nerve disease
DOID:0050599,abdominal tuberculosis
DOID:0050598,extrapulmonary tuberculosis
DOID:3371,chondrosarcoma
DOID:11920,tracheal cancer
DOID:0050591,tooth agenesis
DOID:0050590,severe congenital neutropenia
DOID:0050593,primary congenital glaucoma
DOID:0050592,asphyxiating thoracic dystrophy
DOID:0050594,glycogen storage disease ix
DOID:0050597,intestinal schistosomiasis
DOID:0050596,taeniasis
DOID:12338,obsolete redundant prepuce and phimosis
DOID:0110347,osteogenesis imperfecta type 15
DOID:3372,chondroblastic osteosarcoma
DOID:9880,cardiovascular syphilis
DOID:0050639,primary cutaneous amyloidosis
DOID:0110345,osteogenesis imperfecta type 16
DOID:0110344,osteogenesis imperfecta type 5
DOID:0110343,osteogenesis imperfecta type 14
DOID:4010,obsolete renal pelvis and ureter cancer
DOID:0110342,osteogenesis imperfecta type 13
DOID:0050375,obsolete primary spirillaceae infectious disease
DOID:0050374,obsolete spirochaetaceae infectious disease
DOID:0050377,obsolete burkholderia cepacia complex infectious disease
DOID:0050376,obsolete anaplasmosis
DOID:0050371,obsolete commensal pasteurellaceae infectious disease
DOID:0050370,obsolete commensal neisseriaceae infectious disease
DOID:0050373,obsolete leptospiraceae infectious disease
