Identifier,Disease
tuberculous erythema nodosum (disorder),{DOID:8844}
cerebrofaciothoracic dysplasia,{DOID:0081072}
unspecified crystal arthropathy involving ankle and foot,{DOID:829}
venous ectasia,{DOID:799}
pollenosis,{DOID:4481}
mitochondrial complex 1 deficiency due to acad9 deficiency,{DOID:0112072}
"aplasia cutis congenita, reticulolinear, with microcephaly, facial dysmorphism, and other congenital anomalies",{DOID:0111877}
transient arthropathy,{DOID:12084}
pauciarticular onset juvenile chronic arthritis,{DOID:676}
complete unilateral cleft lip,{DOID:9296}
familial hyperalphalipoproteinemia,{DOID:0111368}
orofaciodigital syndrome viii,{DOID:0060378}
"systemic inflammatory response syndrome, unspecified",{DOID:8828}
tumor of the ovary,{DOID:2394}
vulva fibroepithelial polyp,{DOID:8255}
uridine diphosphate galactose-4-epimerase deficiency,{DOID:0111458}
epileptic syndrome,{DOID:1826}
dcua,{DOID:0110590}
"plasmacytoma, extramedullary",{DOID:3720}
familial hyperkalemic periodic paralysis,{DOID:14451}
drug withdrawal syndrome in newborn,{DOID:9828}
andersen-tawil syndrome,{DOID:0050434}
suppurative labyrinthitis,{DOID:13534}
ketotic ii glycinemia,{DOID:14701}
lens disease,{DOID:110}
ovarian mucinous adenofibroma,{DOID:6469}
neoplasm of vulva,{DOID:1245}
dilated cardiomyopathy 1kk,{DOID:0110445}
sca9,{DOID:0111747}
"malignant neoplasm of pelvic bones, sacrum, and coccyx",{DOID:10239}
spondyloepimetaphyseal dysplasia pakistani type,{DOID:0050812}
juvenile polyposis syndrome,{DOID:0050787}
sca3,{DOID:1440}
pustular psoriasis of the palms and/or soles,{DOID:4398}
vaginal cancer,{DOID:119}
amelogenesis imperfecta type 1h,{DOID:0110064}
amelogenesis imperfecta type 1j,{DOID:0080953}
obsolete hallucinatory state induced by drug,{DOID:13262}
obsolete chronic state latent schizophrenia with acute exacerbation,{DOID:10645}
x-linked thrombocytopenia with beta-thalassemia,{DOID:0111767}
amelogenesis imperfecta type 1a,{DOID:0110054}
amelogenesis imperfecta type 1b,{DOID:0110052}
hair matrix tumour,{DOID:5375}
amelogenesis imperfecta type 1e,{DOID:0110058}
amelogenesis imperfecta type 1f,{DOID:0110065}
amelogenesis imperfecta type 1g,{DOID:0110066}
idiopathic cd4-positive t-lymphocytopenia,{DOID:3109}
"myeloid and lymphoid neoplasms with eosinophilia and rearrangement of pdgfra, pdgfrb, or fgfr1, or with pcm1-jak2",{DOID:0080164}
cockayne syndrome type 1,{DOID:0080907}
sublingual gland adenoid cystic carcinoma,{DOID:0050930}
weill-marchesani syndrome,{DOID:0050475}
dermatofibrosarcoma protuberans,{DOID:3507}
"hypertelorism, microtia, facial clefting syndrome",{DOID:14670}
schnyder crystalline corneal dystrophy,{DOID:0060456}
bric,{DOID:0070230}
multiple lipomatosis,{DOID:3315}
malignant neoplasm of other specified parts of mouth,{DOID:3680}
obsolete microsporum ferrugineum tinea capitis,{DOID:0050101}
alymphoid cystic thymic dysgenesis,{DOID:0060769}
lymphatic system cancer,{DOID:0060073}
scrotum neoplasm,{DOID:518}
anthracosilicosis,{DOID:10324}
carcinoma of ampulla of vater,{DOID:4932}
malaria by more than one parasite,{DOID:14325}
prothrombin deficiency,{DOID:2235}
solitary mastocytoma,{DOID:3666}
bardet-biedl syndrome 15,{DOID:0110137}
orbital exostosis,{DOID:203}
mocod type b,{DOID:0111163}
mocod type c,{DOID:0111166}
arenaviral hemorrhagic fever,{DOID:9535}
mocod type a,{DOID:0111164}
erythema nodosum with hypersensitivity reaction in tuberculosis,{DOID:8844}
gestational diabetes mellitus,{DOID:11714}
otulipenia,{DOID:0080163}
obsolete progressive high-tone neural deafness,{DOID:14739}
neuronevus (morphologic abnormality),{DOID:7470}
cough variant asthma,{DOID:12323}
organoid nevus syndrome,{DOID:0111530}
seborrheic dermatitis,{DOID:8741}
lumbosacral spondylosis without myelopathy,{DOID:2247}
malignant neoplasm of bronchus and lung,{DOID:1325}
adams-oliver syndrome,{DOID:0060227}
primary ciliary dyskinesia 42 without situs inversus,{DOID:0111855}
fibrillary astrocytoma,{DOID:6726}
ataxia telangiectasia,{DOID:12704}
testicular non-seminomatous germ cell tumor,{DOID:4086}
leber hereditary optic neuropathy,{DOID:705}
familial ectopia lentis,{DOID:0111148}
summerskill syndrome,{DOID:0070231}
"epileptic encephalopathy, early infantile, 22",{DOID:0070265}
papillary glioneuronal tumor,{DOID:0081283}
glutathionuria,{DOID:0111257}
"glioma, malignant",{DOID:3070}
preaxial manibulofacial dysostosis,{DOID:5768}
nephrotic syndrome type 2,{DOID:0080379}
nail patella syndrome,{DOID:9467}
retinal edema,{DOID:6929}
paediatric testicular mixed germ cell tumour,{DOID:6161}
"polyposis, skin pigmentation, alopecia, and fingernail changes",{DOID:6225}
obsolete primary hypotonic uterine dysfunction,{DOID:8490}
"peripapillary chorioretinal degeneration, icelandic type",{DOID:0111228}
isolated congenital mirror movements,{DOID:0111153}
heterotaxia,{DOID:0050545}
disorder of the second nerve,{DOID:1891}
hereditary trophoedeme,{DOID:11775}
obsolete acne nevus,{DOID:2726}
bronchiolitis,{DOID:2942}
ankyrin-b-related cardiac arrhythmia,{DOID:0111700}
liddle syndrome,{DOID:0050477}
ewing's family localized tumor,{DOID:3369}
"mental retardation, x-linked, syndromic 12",{DOID:0060804}
fehr corneal dystrophy,{DOID:2565}
familial apolipoprotein c-ii deficiency,{DOID:0111418}
autosomal recessive cutis laxa type 1c,{DOID:0070139}
familial juvenile hyperuricemic nephropathy,{DOID:0060062}
congenital fibrosis of the extraocular muscles 3c,{DOID:0081019}
spongiotic dermatitis,{DOID:4406}
malignant duodenal gastrinoma,{DOID:7959}
mmmt,{DOID:4236}
mixed germ cell tumor of cns,{DOID:7517}
alkylglycerone-phosphate synthase deficiency,{DOID:0110853}
incontinentia pigmenti achromians syndrome,{DOID:3156}
nonarteritic anterior ischaemic optic neuropathy,{DOID:0050864}
malignant non-seminomatous germ cell tumor of testis,{DOID:5345}
corynebacterium infection,{DOID:11405}
"muscular dystrophy, limb-girdle, type 2q",{DOID:0110285}
pleomorphic xantho-astrocytoma,{DOID:4852}
candidiasis of the esophagus,{DOID:13146}
paid syndrome,{DOID:0060833}
hmn7a,{DOID:0111201}
hmn7b,{DOID:0111202}
muscle tissue neoplasm,{DOID:461}
x-linked charcot-marie-tooth disease type 1,{DOID:0110209}
avian hypersensitivity pneumonitis,{DOID:13891}
x-linked charcot-marie-tooth disease type 3,{DOID:0110211}
x-linked charcot-marie-tooth disease type 2,{DOID:0110208}
x-linked charcot-marie-tooth disease type 5,{DOID:0110210}
x-linked charcot-marie-tooth disease type 4,{DOID:0110212}
anal fissure and fistula,{DOID:3128}
x-linked charcot-marie-tooth disease type 6,{DOID:0110207}
digenic disease,{DOID:0080578}
skin neoplasm,{DOID:3165}
adenofibroma,{DOID:2683}
obsolete inborn errors pyruvate metabolism,{DOID:3648}
infantile hemangioma,{DOID:2725}
obsolete partial recent retinal detachment with single defect,{DOID:5326}
vulvar eccrine porocarcinoma,{DOID:7565}
male pseudohermaphroditism with gynecomastia,{DOID:0112248}
fungal nail infection,{DOID:13117}
mandibuloacral dysplasia type b lipodystrophy,{DOID:0081129}
krabbe's disease,{DOID:10587}
eto allergy,{DOID:0040082}
autosomal dominant nonsyndromic deafness 4a,{DOID:0110573}
malignant neoplasm of temporal lobe,{DOID:2135}
peripheral nerve schwannoma,{DOID:956}
obsolete recurrent stomach cancer,{DOID:6702}
small round virus enteritis,{DOID:14311}
malignant intracranial neoplasm,{DOID:2124}
"coronary artery anomaly, congenital",{DOID:11843}
non-seminomatous malignant germ cell tumor of mediastinum,{DOID:5347}
primary liver cancer,{DOID:3571}
infantile liver failure syndrome,{DOID:0080716}
oguchi disease-2,{DOID:0110713}
lhermitte-duclos disease,{DOID:6457}
oguchi disease-1,{DOID:0110712}
herpangina,{DOID:10883}
anal neoplasm,{DOID:4551}
relapsed extraskeletal osteosarcoma,{DOID:8413}
pediatric extraocular retinoblastoma,{DOID:7747}
gold sodium thiomalate allergy,{DOID:0040071}
psychogenic dysmenorrhea (finding),{DOID:12417}
"nevus, non-neoplastic",{DOID:12860}
chronic lymphocytic thyroiditis,{DOID:7188}
subcutaneous mycosis,{DOID:0050135}
cone-rod dystrophy,{DOID:0050572}
malignant neoplasm of labia minora,{DOID:1243}
hmn5,{DOID:0111203}
relapsed hepatoma,{DOID:5027}
hypogonadotropic hypogonadism 10 with or without anosmia,{DOID:0090089}
hmn2,{DOID:0111206}
skin follicular basal cell carcinoma,{DOID:4295}
vascular hypertensive disorder,{DOID:10763}
epulides,{DOID:5337}
diphthamide deficiency syndrome 1,{DOID:0070477}
diphthamide deficiency syndrome 2,{DOID:0070478}
congenital dyserythropoietic anemia,{DOID:1338}
de vaal disease,{DOID:0060020}
thiamine-responsive anaemia syndrome,{DOID:0090117}
acute salpingitis and oophoritis,{DOID:10971}
osteoarthrosis and allied disorder,{DOID:8398}
obsolete cutaneous tuberculosis,{DOID:398}
patterned dystrophy of retinal pigment epithelium,{DOID:0060863}
gastric peutz-jeghers polyp,{DOID:3852}
borderline or dimorphous leprosy,{DOID:1023}
mc5dn7,{DOID:0070464}
mc5dn6,{DOID:0111749}
mc5dn5,{DOID:0070463}
mc5dn4,{DOID:0060333}
heart-hand syndrome,{DOID:0060468}
mc5dn2,{DOID:0060331}
mc5dn1,{DOID:0050768}
crv,{DOID:0111567}
obsolete arenavirus hemorrhagic fever,{DOID:9535}
crf,{DOID:784}
hematologic neoplasm,{DOID:2531}
"polycythemia, nephrogenous",{DOID:2839}
epithelial predominant kidney adenosarcoma,{DOID:5189}
coxpd8,{DOID:0111479}
coxpd9,{DOID:0111472}
coxpd4,{DOID:0111494}
coxpd5,{DOID:0111473}
coxpd6,{DOID:0111502}
coxpd7,{DOID:0111487}
coxpd1,{DOID:0111474}
bartholin's gland benign neoplasm,{DOID:2068}
coxpd3,{DOID:0111486}
nonanaplastic renal wilm's tumor,{DOID:5176}
obsolete atrophy of thyroid,{DOID:2853}
adamantinoma,{DOID:2776}
nose disease,{DOID:2825}
endometrial disease,{DOID:1005}
brain primary lymphoma,{DOID:5815}
malignant tumor of sphenoid sinus,{DOID:14546}
mrt8,{DOID:0111038}
embryo neoplasm,{DOID:688}
toxoplasma myocarditis (disorder),{DOID:13338}
tricuspid valve stenosis,{DOID:4078}
xeroderma pigmentosum iii,{DOID:0110844}
urofacial syndrome,{DOID:0050816}
partial circumpapillary choroid dystrophy,{DOID:9811}
larynx squamous papilloma,{DOID:10071}
combined small and large cell lung cancer,{DOID:7081}
malignant neoplasm of male breast,{DOID:1614}
obsolete nephrotic syndrome with lesion of endothelial glomerulonephritis,{DOID:2584}
thrombophilia due to decreased release of plat,{DOID:0111906}
tolosa-hunt syndrome,{DOID:1278}
obsolete candidal gastritis,{DOID:0050223}
diversion colitis,{DOID:0060187}
mrd42,{DOID:0070072}
mrd43,{DOID:0070073}
mrd40,{DOID:0070070}
mrd41,{DOID:0070071}
mrd44,{DOID:0070074}
ewings sarcoma,{DOID:3369}
colonic neuroendocrine tumor,{DOID:4118}
teratoma with malignant transformation,{DOID:5562}
carcinoma of anus,{DOID:4908}
skin appendage adenoma (morphologic abnormality),{DOID:3898}
palindromic rheumatism,{DOID:1166}
obsolete nonmetastatic childhood soft tissue sarcoma,{DOID:7296}
epidermolytic palmoplantar keratoderma,{DOID:0080223}
"arachnodactyly, contractural beals type",{DOID:0111595}
superficial thrombophlebitis of leg,{DOID:3875}
papillary adenoma of the kidney,{DOID:6257}
non-functioning pancreatic endocrine tumor,{DOID:7698}
catel manzke syndrome,{DOID:0081122}
australian encephalitis,{DOID:10842}
intestinal infection due to yersinia enterocolitica,{DOID:12133}
congenital muscular dystrophy merosin-positive,{DOID:0110668}
obsolete metastases to large intestine,{DOID:1991}
thanatophoric dysplasia,{DOID:13481}
obsolete scopulariopsis brevicaulis infectious disease,{DOID:0050293}
msn-related combined immunodeficiency,{DOID:0112001}
classic mmd,{DOID:0110633}
spinocerebellar ataxia type 30,{DOID:0050979}
glossopharyngeal nerve neoplasm,{DOID:3417}
neoplasm of adrenal cortex,{DOID:660}
ap-4-associated hereditary spastic paraplegia,{DOID:0110802}
wolman xanthomatosis,{DOID:14497}
nutritional marasmus,{DOID:12328}
autoimmune disease of urogenital tract,{DOID:0060049}
obsolete vulvar condylomata acuminata,{DOID:11170}
gale-d,{DOID:0111458}
anal squamous cell carcinoma,{DOID:5525}
adenocarcinoma of kidney,{DOID:4450}
transfussion-transmitted virus liver infection,{DOID:0050082}
breakbone fever,{DOID:12205}
adenoid cystic carcinoma,{DOID:0080202}
isolated succinate-coq reductase deficiency,{DOID:0060537}
diffuse intraductal papillomatosis,{DOID:7444}
extramammary paget's disease,{DOID:3450}
congenital dyserythropoietic anemia type iv,{DOID:0111400}
tietze's disease,{DOID:14021}
acute viral rhinopharyngitis,{DOID:10459}
spgf61,{DOID:0112350}
congenital dyserythropoietic anemia type ia,{DOID:0111398}
"rupture of bladder, nontraumatic",{DOID:364}
congenital dyserythropoietic anemia type ib,{DOID:0111397}
basophil adenoma,{DOID:4542}
congenital dyserythropoietic anemia type ii,{DOID:0111401}
jansen metaphyseal chondrodysplasia,{DOID:0080020}
congenital dyshaematopoietic anaemia,{DOID:1338}
myelodysplastic/myeloproliferative neoplasm,{DOID:4972}
"multiple contracture syndrome, finnish type",{DOID:0060559}
bartter disease,{DOID:445}
"syphilis of mother, complicating pregnancy, with delivery",{DOID:2177}
pss,{DOID:0111687}
dee26,{DOID:0080461}
harlequin type ichthyosis fetalis,{DOID:0060713}
cryptogenic organizing pneumonia,{DOID:0050157}
srtd14,{DOID:0110096}
canavan disease,{DOID:3613}
srtd13,{DOID:0110093}
srtd10,{DOID:0110091}
srtd11,{DOID:0110095}
obsolete adenovirus encephalitis,{DOID:0050190}
pseudocoxalgia,{DOID:14415}
coredialysis,{DOID:239}
corneal disease,{DOID:10124}
phosphoserine aminotransferase deficiency,{DOID:0050723}
conjunctival diphtheria,{DOID:13307}
vitamin b 12 deficiency,{DOID:8459}
subjective cognitive decline,{DOID:0080831}
uterine corpus adenomyoma,{DOID:4994}
partial albinism-immunodeficiency syndrome,{DOID:0060831}
obsolete lymphoplasmacytic lymphoma,{DOID:0050747}
cherry allergy,{DOID:0060506}
hemangioma of peripheral nerve,{DOID:482}
postpartum hypopituitarism,{DOID:9476}
tumor of thorax,{DOID:5093}
hyaline fibromatosis syndrome,{DOID:0111669}
malignant tumor of the middle third of the esophagus,{DOID:5041}
acinar adenocarcinoma of the lung,{DOID:6482}
ankyloblepharon-ectodermal defects-cleft lip/palate syndrome,{DOID:0090119}
dee31b,{DOID:0070376}
obsolete arterivirus infectious disease,{DOID:3718}
primary malignant neoplasm of parietal pleura,{DOID:14032}
gonococcal bursitis,{DOID:13453}
posterior uveal melanoma,{DOID:6566}
west-siberian encephalitis,{DOID:0050175}
autosomal dominant keratitis,{DOID:0111383}
cardia cancer,{DOID:10548}
acute retinal necrosis syndrome,{DOID:3611}
miliaria pustulosa,{DOID:0070319}
hemangiopericytic neoplasm,{DOID:3850}
jadassohn-lewandowsky syndrome,{DOID:0050449}
short stature-onychodysplasia.,{DOID:1925}
alimentary system disease,{DOID:77}
columnar cell change of the breast,{DOID:8130}
varicocele,{DOID:12337}
ca pylorus - stomach,{DOID:10544}
pontocerebellar hypoplasia type 8,{DOID:0060277}
pontocerebellar hypoplasia type 9,{DOID:0060278}
pkdys1,{DOID:0070489}
pkdys2,{DOID:0070490}
pontocerebellar hypoplasia type 1,{DOID:0112322}
pontocerebellar hypoplasia type 2,{DOID:0112328}
pontocerebellar hypoplasia type 3,{DOID:0060272}
pontocerebellar hypoplasia type 4,{DOID:0060273}
pontocerebellar hypoplasia type 5,{DOID:0060274}
pontocerebellar hypoplasia type 6,{DOID:0060275}
pontocerebellar hypoplasia type 7,{DOID:0060276}
cataract 4 multiple types with or without microcornea,{DOID:0110234}
manic bipolar i disorder,{DOID:3312}
penis paget disease,{DOID:3448}
placental site trophoblastic tumour,{DOID:3596}
lacrimo-auriculo-dento-digital syndrome 1,{DOID:0050331}
lacrimo-auriculo-dento-digital syndrome 2,{DOID:0081371}
lacrimo-auriculo-dento-digital syndrome 3,{DOID:0081372}
rhf - rheumatic fever,{DOID:1586}
testis neoplasm,{DOID:2998}
primary hyperphosphatemic tumoral calcinosis,{DOID:0111063}
cardiomyopathy familial hypertrophic 3,{DOID:0110309}
cardiomyopathy familial hypertrophic 2,{DOID:0110308}
obsolete abscess of thyroid,{DOID:2857}
selective pituitary thyroid hormone resistance,{DOID:0111374}
lung occult squamous cell carcinoma,{DOID:6510}
malignant neoplasm of thalamus,{DOID:6098}
bsep deficiency,{DOID:0070222}
adenosquamous carcinoma of pancreas,{DOID:5637}
neoplasm of head (disorder),{DOID:449}
meningeal melanocytoma,{DOID:5900}
hepatocellular carcinoma,{DOID:684}
gallbladder benign neoplasm,{DOID:0080640}
angiokeratoma of skin,{DOID:479}
l-glyceric aciduria,{DOID:0111671}
haw river syndrome,{DOID:0060162}
obsolete polioencephalitis,{DOID:0050189}
"ductal, lobular and medullary neoplasm (morphologic abnormality)",{DOID:2620}
"follicular carcinoma, oxyphilic cell",{DOID:4937}
rheumatic endocarditis (disorder),{DOID:14056}
hypoglossal schwannoma,{DOID:3197}
sturge-weber-krabbe syndrome,{DOID:0111563}
three-day stiffsickness,{DOID:5215}
shfm3,{DOID:0090025}
shfm2,{DOID:0090027}
shfm1,{DOID:0090021}
rambusch type congenital stationary night blindness,{DOID:0110863}
shfm6,{DOID:0090026}
shfm5,{DOID:0090022}
shfm4,{DOID:0090023}
chest wall parachordoma,{DOID:8043}
arakawa syndrome 1,{DOID:0111679}
osteitis,{DOID:3342}
obsolete rotator cuff shoulder syndrome and allied disorder,{DOID:12702}
obsolete developmental dislocation of joint,{DOID:1053}
eccrine papillary adenocarcinoma,{DOID:5591}
obsolete secondary malignant neoplasm to the pancreas,{DOID:1801}
pericardial constriction and growth failure,{DOID:0050436}
placental choriocarcinoma,{DOID:2024}
sezary's disease of intrapelvic lymph nodes (disorder),{DOID:9161}
muscular dystrophy-dystroglycanopathy limb-girdle gmppb-related,{DOID:0110294}
apollo disease,{DOID:11227}
pancreatic non-invasive intraductal papillary-mucinous carcinoma,{DOID:7685}
"fibrocystic change, proliferative type with atypia",{DOID:3274}
lpi,{DOID:0060439}
basaloid squamous cell carcinoma,{DOID:5522}
wnnd,{DOID:0050119}
"hodgkin's disease, lymphocytic-histiocytic predominance of intrapelvic lymph nodes (disorder)",{DOID:8604}
clinical anophthalmia mild facial dysmorphism lung heart and diaphragm malformations,{DOID:0111807}
wnns,{DOID:0050119}
obsolete pulmonary paracoccidioidomycosis,{DOID:0050092}
wasting disease (context-dependent category),{DOID:1314}
encephalitis periaxialis concentrica,{DOID:10588}
toxoplasmosis chorioretinitis (disorder),{DOID:13343}
leydig cell hypoplasia due to lhb deficiency,{DOID:0090091}
"46,xy sex reversal, sry-related",{DOID:0111778}
nephronophthisis-like nephropathy 1,{DOID:0111117}
juvenile secretory carcinoma of breast,{DOID:4922}
centronuclear myopathy 4,{DOID:0111224}
centronuclear myopathy 5,{DOID:0111222}
centronuclear myopathy 1,{DOID:0111223}
centronuclear myopathy 2,{DOID:0111220}
chst3-related skeletal dysplasia,{DOID:0050813}
"meningioma, malignant (morphologic abnormality)",{DOID:5613}
conjunctival degeneration,{DOID:10139}
ectd15,{DOID:0111651}
transverse colon cancer,{DOID:261}
cutaneous kaposi's sarcoma,{DOID:8632}
"short stature, hearing loss, retinitis pigmentosa, and distinctive facies",{DOID:0081175}
adenomyoma of uterine corpus,{DOID:4994}
mumps hepatitis (disorder),{DOID:10263}
obsolete certain conditions originating in the perinatal period,{DOID:425}
vagus nerve neoplasm,{DOID:12984}
laennec's cirrhosis,{DOID:14018}
infection due to mycobacterium avium (disorder),{DOID:413}
menetrier disease,{DOID:8757}
waardenburg syndrome type 3,{DOID:0110949}
hemoglobinuria,{DOID:582}
cerebral embolism,{DOID:4372}
hypogonadotropic hypogonadism 8 with or without anosmia,{DOID:0090074}
cfc syndrome,{DOID:0060233}
hemochromatosis type 2b,{DOID:0111032}
holzgreve wagner rehder syndrome,{DOID:0060566}
anus basaloid carcinoma,{DOID:7174}
pleomorphic fibroma,{DOID:4418}
anemia sideroblastic,{DOID:8955}
infection by anisakis larva,{DOID:7033}
gastro-esophageal adenocarcinoma,{DOID:0080375}
arpkd,{DOID:0110861}
autosomal recessive intellectual developmental disorder,{DOID:0060308}
nonsyndromic sensorineural progressive deafness 6,{DOID:0111735}
ureteral transitional cell carcinoma with squamous differentiation,{DOID:8257}
adenomatoid tumour,{DOID:746}
obsolete serous cystadenoma,{DOID:2631}
obsolete reticulosarcoma involving lymph nodes of multiple sites,{DOID:8640}
exanthematic typhus fever,{DOID:11256}
substance dependence,{DOID:9973}
iddof,{DOID:0081301}
congenital synostosis of cervical vertebrae,{DOID:10426}
mollaret's meningitis,{DOID:9051}
obsolete pasteurella hemorrhagic septicemia,{DOID:11056}
muir-torre syndrome,{DOID:0050465}
ramsay hunt syndrome type 2,{DOID:9210}
leber's hereditary optic neuropathy,{DOID:705}
"mucopolysaccharidosis, mps-iii",{DOID:12801}
autosomal recessive alport syndrome,{DOID:0110033}
nontoxic nodular goiter nos,{DOID:13194}
ciliary motility disorder,{DOID:9562}
sgs,{DOID:0070509}
whsus,{DOID:0070067}
b-cell lymphocytic neoplasm,{DOID:707}
x-linked msmd due to ikbkg deficiency,{DOID:0112003}
infantile hemiplegia,{DOID:10969}
corticosteroid-induced glaucoma,{DOID:9946}
ovarian serous tumor (morphologic abnormality),{DOID:6213}
relapsed germ cell tumor of ovary,{DOID:7855}
charcot-marie-tooth disease type 6,{DOID:0080068}
charcot-marie-tooth disease type 7,{DOID:0080069}
charcot-marie-tooth disease type 4,{DOID:0050541}
charcot-marie-tooth disease type 5,{DOID:0080067}
charcot-marie-tooth disease type 2,{DOID:0050539}
charcot-marie-tooth disease type 3,{DOID:0050540}
non-neoplastic salivary gland disease,{DOID:10854}
charcot-marie-tooth disease type 1,{DOID:0050538}
achilles bursitis or tendinitis,{DOID:12857}
rieger's anomaly,{DOID:14686}
median arcuate ligament syndrome,{DOID:9892}
congestion-fibrosis syndrome,{DOID:9346}
vaginal endometrial stromal tumor,{DOID:5171}
lymphoma of the sternum,{DOID:6762}
insulin-dependent diabetes mellitus 22,{DOID:0110759}
hemoglobin s disease with crisis (disorder),{DOID:10922}
familial hemiplegic migraine 1,{DOID:0111181}
familial hemiplegic migraine 2,{DOID:0111182}
familial hemiplegic migraine 3,{DOID:0111183}
chlamydial pneumonia (disorder),{DOID:11741}
abnormality of glucagon secretion,{DOID:14427}
muscular dystrophy limb-girdle type 1h,{DOID:0110303}
muscular dystrophy limb-girdle type 1g,{DOID:0110306}
muscular dystrophy limb-girdle type 1f,{DOID:0110304}
muscular dystrophy limb-girdle type 1e,{DOID:0110305}
muscular dystrophy limb-girdle type 1d,{DOID:0110305}
relapsed tumor of adult brain,{DOID:6573}
charcot-marie-tooth disease type x,{DOID:0050542}
bone and joint yaws lesion,{DOID:10568}
obsolete anosognostic epilepsy,{DOID:2551}
acute generalized peritonitis,{DOID:8283}
farmer's lung,{DOID:14453}
childhood t-cell acute lymphoblastic leukemia,{DOID:0080145}
crash syndrome,{DOID:0060246}
immunodeficiency 18,{DOID:0111971}
toxic maculopathy of retina,{DOID:9867}
immunodeficiency 19,{DOID:0111972}
benign pilomatricoma,{DOID:5374}
hereditary motor and sensory neuropathy okinawa type,{DOID:0050539}
spgf57,{DOID:0112338}
aganglionic megacolon,{DOID:10487}
relapsed liposarcoma,{DOID:5710}
chromosome 2p16.1-p15 deletion syndrome,{DOID:0060415}
"adrenal insufficiency, congenital, with 46,xy sex reversal",{DOID:0050546}
chromoblastomycosis,{DOID:1562}
cd3d,{DOID:0060016}
lems,{DOID:0050214}
localized chondrosarcoma,{DOID:5862}
chronic universal ulcerative colitis,{DOID:8745}
heart fibrosarcoma,{DOID:6033}
spgf53,{DOID:0112279}
postinfectious encephalitis,{DOID:10993}
otcs,{DOID:0111581}
meckel's diverticulitis,{DOID:8408}
clped1,{DOID:0060773}
spgf51,{DOID:0112273}
orofaciodigital syndrome xi,{DOID:0060381}
metabolic encephalopathy (disorder),{DOID:637}
microphthalmia and esophageal atresia syndrome,{DOID:0111801}
hepatobiliary tumors,{DOID:3117}
leprechaunism,{DOID:0050470}
classic migraine,{DOID:10024}
obsolete pituitary dwarfism,{DOID:9405}
marable's syndrome,{DOID:9892}
obsolete adult diffuse astrocytoma,{DOID:7009}
nodular lymphoma of intrathoracic lymph nodes (disorder),{DOID:8870}
malignant syringoma,{DOID:5569}
tcr-alpha-beta-positive t-cell deficiency,{DOID:0111977}
obsolete commensal escherichia coli infectious disease,{DOID:2905}
sd/the,{DOID:0111414}
pervasive developmental disorder,{DOID:0060040}
carcinoma of retroperitoneum,{DOID:12342}
pleuro-pulmonary blastoma familial tumor susceptibility syndrome,{DOID:0081063}
sclerosing rhabdomyosarcoma,{DOID:3260}
familial hyperlipidemia,{DOID:1168}
hypotrichosis-lymphedema-telangiectasia-renal defect syndrome,{DOID:0111360}
dermatophytosis of groin & perianal area,{DOID:11917}
brachial neuritis,{DOID:3689}
"prostate cancer, familial",{DOID:10283}
lutembacher's syndrome,{DOID:1998}
sixth disease,{DOID:0050495}
charcot-marie-tooth disease axonal type 2z,{DOID:0110181}
"karyotype 45, x",{DOID:3491}
renal agenesis,{DOID:14766}
charcot-marie-tooth disease axonal type 2v,{DOID:0110178}
charcot-marie-tooth disease axonal type 2u,{DOID:0110173}
charcot-marie-tooth disease axonal type 2t,{DOID:0110160}
charcot-marie-tooth disease axonal type 2s,{DOID:0110171}
solitary plasmacytoma,{DOID:3721}
charcot-marie-tooth disease axonal type 2q,{DOID:0110170}
charcot-marie-tooth disease axonal type 2p,{DOID:0110169}
charcot-marie-tooth disease axonal type 2o,{DOID:0110175}
charcot-marie-tooth disease axonal type 2n,{DOID:0110177}
obsolete visna,{DOID:4318}
charcot-marie-tooth disease axonal type 2l,{DOID:0110174}
charcot-marie-tooth disease axonal type 2k,{DOID:0110167}
obsolete haemophilus influenzae infectious disease,{DOID:10528}
charcot-marie-tooth disease axonal type 2h,{DOID:0110166}
charcot-marie-tooth disease axonal type 2f,{DOID:0110163}
necrotizing enterocolitis in fetus or newborn,{DOID:8677}
charcot-marie-tooth disease axonal type 2c,{DOID:0110182}
gastric liposarcoma,{DOID:5700}
glioblastoma proneural subtype,{DOID:0050804}
collecting duct carcinoma,{DOID:4464}
malignant tumor of buccal mucosa,{DOID:8702}
hemochromatosis,{DOID:2352}
meralgia paresthetica,{DOID:12525}
severe congenital neutropenia 8,{DOID:0112135}
severe congenital neutropenia 1,{DOID:0080625}
human granulocytic anaplasmosis,{DOID:0050025}
severe congenital neutropenia 3,{DOID:0112133}
severe congenital neutropenia 2,{DOID:0112131}
severe congenital neutropenia 5,{DOID:0112132}
severe congenital neutropenia 4,{DOID:0112136}
severe congenital neutropenia 7,{DOID:0112129}
severe congenital neutropenia 6,{DOID:0112134}
east african trypanosomiasis,{DOID:10114}
malignant neoplasm of labial commissure of lip,{DOID:8564}
brain edema,{DOID:4724}
breast intracanalicular fibroadenoma,{DOID:2656}
langer-giedion syndrome,{DOID:4998}
penis carcinoma,{DOID:3449}
malignant tumor of synovium,{DOID:2706}
cellulitis and abscess of upper arm and forearm,{DOID:13074}
bowen-conradi syndrome,{DOID:0050684}
rhesus isoimmunisation of the newborn,{DOID:1098}
skin disease,{DOID:37}
hpv-related penile squamous cell carcinoma,{DOID:7739}
native american myopathy,{DOID:0060346}
